Description,SalesDollars,SalesPrice,ProfitMargin
Ch Alter Ego 10 Brdx,2249.82,124.98999999999998,2.1550037155236472
Ch Andron Blanquet St Esteph,863.7299999999999,31.99,0.5515526750908192
Ch Angelus 09 St Emilion,5099.83,299.99,5.172250296983271
Ch Angelus 10,6935.83,407.99,7.034322472969781
Ch Angelus 10 Brdx,3239.94,539.99,9.310188465842183
Ch Angelus 11 Brdx,2799.9,279.99,4.827422116245028
Ch Angelus 12 St Emilion,5585.860000000001,398.99,6.8791497916375715
Ch Angelus Saint Emilion,2929.9,292.99,5.051560433724886
Ch Beaucastel Chtnf Pap,9799.02,99.99,1.7239684896008443
Ch Beaucastel Coud Rouge,9303.18,32.99,0.5687940841277314
Ch Beaucastel Hommage Perrin,1799.95,359.99,6.206734839197999
Ch Beauchene CDR White RSV,21778.01,12.116789366053169,0.20891052167422994
Ch Beauchene CdPape Blanc,2072.4,34.30707317073171,0.5915022813958596
Ch Beauchene Chtnf Pape RSV,184491.55,29.058051791629026,0.5010017567552535
Ch Beauchene Cotes du Rhone,391223.66,10.156315971621387,0.17510919797484803
Ch Beauchene Prm Terroir CDR,132.92999999999998,18.99,0.3274143576109614
Ch Beauchene Rose,31591.08,13.786875,0.23770515121577795
Ch Beaulieu Grand Vin Brdx,13600.44,10.033778801843317,0.17299648450847877
Ch Beaulieu Lalande de Pomer,5572.719999999999,16.99,0.29293153953713713
Ch Beaulieu Rose Cote d Prov,575.04,5.99,0.10327604013110368
Ch Beausejour Pentimento,575.76,23.99,0.41362140279552206
Ch Behere Courtin Pauillac,2654.55,58.99,1.0170707190874468
Ch Bellevue Lussac St Emili,3342.4799999999996,21.99,0.3791385847216978
Ch Bellevue Mondotte 10 Brdx,1559.97,519.99,8.965360285103941
Ch Bellevue St-Emil 09 Gr Cr,1819.74,69.99,1.2067262184934802
Ch Bellevue-Mondotte 11 Emil,1889.91,209.99,3.620523483661179
Ch Bernadotte 10 Haut Medoc,1539.5600000000002,34.99,0.6032769022015555
Ch Bernadotte Haut-Medoc 11,1074.57,24.99,0.4308628118324342
Ch Bois du Fil Brdx,5231.51,14.99,0.2584487214633129
Ch Bonhoste Bordeaux Bl Sec,88.94,14.790000000000001,0.2550004396559305
Ch Bonnet Red,7606.64,14.252857142857144,0.2457393399446748
Ch Bonnet White Entre-Deux-,209.86,14.99,0.2584487214633129
Ch Boston Margaux,6454.87,30.171159420289854,0.5201933006831022
Ch Bouscaut Rouge 11 GCG,1609.54,34.99,0.6032769022015555
Ch Boyd Cantenac Margaux,4179.62,109.98999999999998,1.896382579969965
Ch Branaire Ducru 10 Brdx,5417.57,125.99,2.1722451245605594
Ch Brane Cantenac Margaux 11,2599.6,64.99,1.1205191733089195
Ch Brane-Cantenac Margaux 01,8579.22,109.99,1.8963825799699654
Ch Brannon 12 Pessac-Leognan,1709.8100000000002,89.99,1.551554399231723
Ch Bruni Brdx Superieur,5462.19,11.207105263157894,0.19322628596183603
Ch Calon 12 Segur St-Estphe,5015.43,87.99,1.5170715811578985
Ch Canon Saint Emilion,1689.8700000000001,129.99,2.241210760708208
Ch Canon St Emilion 07,1547.82,85.99,1.4825887630840742
Ch Canon St Emilion Gr Cr 11,1396.89,126.99,2.1894865335974716
Ch Cantegril Sauternes 11,449.74999999999994,17.99,0.31017294857404926
Ch Cantemerie 12 Haut-Medoc,2172.4700000000003,40.99,0.7067253564230284
Ch Cantenac 12 Brown Margaux,2359.6,58.99,1.0170707190874468
Ch Cantenac Brown Margaux 11,1799.7,59.99,1.034312128124359
Ch Cantenac Brown Margx 11,119.98,59.99,1.034312128124359
Ch Capbern Gasqueton St Este,6000.929999999999,28.99,0.4998284479800827
Ch Carbonnieux 12 Pess-Leogn,1394.69,44.99,0.775690992570677
Ch Carignan Brdx,39131.7,22.58090909090909,0.3893266900616913
Ch Castel Maures 15 Rose Cuv,9147.97,13.030114613180517,0.2246575358436914
Ch Certan De May de Certan,1259.93,179.99,3.103281212553815
Ch Chaigneau Brdx,8887.06,17.99,0.31017294857404926
Ch Chantelune Margaux,4199.16,49.99,0.8618980377552377
Ch Charrier Brdx,62.95,12.656666666666666,0.21821876704385124
Ch Chauvet Blanc Brdx,87.93,12.49,0.21534519887103257
Ch Cheval Bl 05 St Emln GC,1949.97,649.99,11.206743459902517
Ch Cheval Bl 12 St-Emilion,4439.94,739.99,12.75847027322461
Ch Cheval Blanc 10 Brdx,17599.92,2199.99,37.93092746711632
Ch Cheval Blanc St Emil 11,8099.91,899.9900000000001,15.517095719130552
Ch Clarence de Haut-Brion 11,149.99,149.99,2.586038941446451
Ch Clerc Milon 10,3023.7599999999998,125.99,2.1722451245605594
Ch Clerc Milon 12 Pauillac,629.91,69.99,1.2067262184934802
Ch Clerc Milon Pauillac 11,1747.77,75.99,1.3101746727149528
Ch Clinet 10 Brdx,1574.93,224.99,3.879144619214861
Ch Clos Fourtet 10 Brdx,533.97,177.99,3.0687983944799906
Ch Clos Fourtet 12 St-Emilin,5499.45,99.99,1.7239684896008443
Ch Clos d'Estournel 11 Est,1799.92,224.99,3.879144619214861
Ch Corconnac Svgn Bl,5661.64,23.99,0.41362140279552206
Ch Cos D'Estournel 10,7517.790000000001,357.99,6.172252021124175
Ch Cos d'Estournel 10,2699.94,449.99,7.758461652520091
Ch Cos d'Estournel St-Est 12,2969.8500000000004,197.99,3.4136265752182338
Ch Coufran Haut Medoc 10,689.77,29.99,0.5170698570169948
Ch Coutet Barsac 09 Brdx,710.91,78.99,1.3618988998256891
Ch Coutet Sauternes-Barsc 10,874.9300000000001,124.99,2.1550037155236472
Ch Croix de Jaugue St Emilio,6589.53,18.99,0.3274143576109614
Ch Cru Godard Cd Brdx Rouge,3523.7400000000002,15.568947368421052,0.2684305898531041
Ch D'Arcins Haut Medoc,15291.73,20.981416309012875,0.36174918075743023
Ch D'Issan 10 Brdx,5543.5599999999995,125.99,2.1722451245605594
Ch D'Yquem 05 Lur Saluces,12599.79,599.99,10.34467300805691
Ch Daqueria Tavel Rose,19595.37,13.443879941434846,0.23179143311341652
Ch Dauzac Margaux,429.9,42.99,0.7412081744968526
Ch Deux Rocs Premices Red,1948.5,12.99,0.22396590338948863
Ch Doisy Daene Gr Vin Sec 10,1101.62,28.989999999999995,0.49982844798008264
Ch Doisy Daene Sauternes 10,961.87,73.99,1.2756918546411287
Ch Doisy-Daene Sauternes 11,419.86,29.99,0.5170698570169948
Ch Donjon Minervois Rose,1279.2,15.990000000000002,0.27569013050022506
Ch Ducru Beaucaillau St-Juli,3233.79,153.99,2.6550045775940996
Ch Ducru Beaucaillou 11 Jul,1499.9,149.99,2.586038941446451
Ch Ducru Beaucaillou 12 St J,3564.7700000000004,154.99,2.6722459866310118
Ch Ducru Beaucallou 10,7199.82,399.99,6.8963912006744845
Ch Ducru-Beaucalliou 09 Gr C,1749.93,249.99,4.3101798451376645
Ch Dufort Vivens Marguax,229.95000000000002,45.99,0.792932401607589
Ch Dupray St-Emilion,2098.95,19.99,0.3446557666478735
Ch Echo de Lynch Bages Pa 11,849.83,49.99,0.8618980377552377
Ch Fage Graves de Vayres,12169.85,11.99,0.20672449435257648
Ch Ferriere Margaux,437.88,36.49,0.6291390157569238
Ch Floreal Laguens Brdx,3761.3,13.911875,0.23986032734539198
Ch Fombrauge Le Cadran de Fo,5209.07,26.99,0.4653456299062585
Ch Fonroque 09 Brdx St Emill,1022.69,32.99,0.5687940841277314
Ch Fonroque St Emilion 10,103.98,51.99,0.8963808558290619
Ch Fontenil Fronsac 10,899.8,44.99,0.775690992570677
Ch Fougere La Noble Rouge,4550.42,12.68811320754717,0.218760949717968
Ch Francs Brdx CdFrancs,12317.75,16.99,0.29293153953713713
Ch Fugue de Nenin 09,173.94,28.99,0.4998284479800827
Ch Fuisse Pouilly Fuisse 12,1399.72,49.99,0.8618980377552377
Ch Fuisse Pouilly Fuisse Les,809.85,53.99,0.9308636739028862
Ch Fuisse Pouilly Fuisse Tet,6010.33,35.99,0.6205183112384678
Ch Fuisse Pouilly Le Clos 14,512.91,56.99,0.9825879010136225
Ch Gassier Espirit CdProvenc,14445.97,17.99,0.31017294857404926
Ch Gassier Pas du Moine Vict,8851.15,22.99,0.39637999375860994
Ch Genins Brdx,3165.36,11.99,0.20672449435257648
Ch Giscours 10,1393.83,81.99,1.4136231269364257
Ch Giscours Margaux 06,1924.45,34.99,0.6032769022015555
Ch Giscours Margaux 07,1799.7,59.99,1.034312128124359
Ch Giscours Margaux 11 Gr Cr,1023.84,63.989999999999995,1.1032777642720073
Ch Giscours Margaux 12,10228.35,61.99000000000001,1.0687949461981834
Ch Gloria St Julien 12,1907.47,35.99,0.6205183112384678
Ch Godeau St Emilion 10 Cru,125.97,41.99,0.7239667654599405
Ch Grand Leoville 10 Brdx,8459.82,469.98999999999995,8.103289833258334
Ch Grand Puy-Lacoste 12 Paul,1349.82,74.99,1.2929332636780408
Ch Grand Puy-Lacst Pauilc 07,739.9,73.99,1.2756918546411287
Ch Grand Renom Brdx Bl 14,14807.65,11.99,0.20672449435257648
Ch Grande Pontet St Emilion,233.94,38.99,0.6722425383492041
Ch Graves Rabion St Emilion,6670.55,14.99,0.2584487214633129
Ch Graves de Pez St Estephe,4738.42,29.99,0.5170698570169948
Ch Graville Lacoste Graves,23793.39,16.293695150115475,0.28092626280589234
Ch Greysac,82308.23999999999,17.655732586068854,0.3044097073627516
Ch Gruaud Larose 11 St Julin,2719.66,79.99,1.3791403088626015
Ch Guiraud Sauternes 10,2855.66,83.99,1.44810594501025
Ch Haut Bages Liberal Paulic,741.86,52.99,0.913622264865974
Ch Haut Bailey 10 Brdx,1979.91,219.99,3.7929375740303
Ch Haut Bailly 12 Pessac-Leo,2089.7799999999997,94.99,1.6377614444162834
Ch Haut Bailly Pessac-Leogan,1623.8600000000001,115.99,1.9998310341914385
Ch Haut Beausejour 10 Brdx,455.88000000000005,37.99,0.6550011293122919
Ch Haut Beausejour 11 Esteph,809.6999999999999,26.99,0.4653456299062585
Ch Haut Bommes Sauternes 10,2858.5699999999997,19.99,0.3446557666478735
Ch Haut Branda Brdx Rouge,298.73,10.99,0.18948308531566435
Ch Haut Brion 10,29899.769999999997,1299.99,22.413659333895406
Ch Haut Brion 12 Pessac-Leog,5289.9,528.99,9.12053296643615
Ch Haut Brion Pessac-Leognan,2279.97,759.99,13.103298453962854
Ch Haut Gravet Gr Chemin St,769.78,34.99,0.6032769022015555
Ch Haut Gravet Saint-Emillon,7798.05,39.99,0.6894839473861163
Ch Haut Lariveau Fronsac,1499.5,29.99,0.5170698570169948
Ch Haut Marbuzet St Estephe,1080.77,46.99,0.8101738106445011
Ch Haut Piquat 09,626.67,18.99,0.3274143576109614
Ch Haut-Bailly 09 Pessac Brd,2526.8100000000004,132.99,2.2929349878189447
Ch Haut-Bailly 10,4759.72,169.99,2.9308671221846936
Ch Haut-Brion Blanc 09 Pessc,899.99,899.99,15.51709571913055
Ch Haut-Brion Pessac 09 Brdx,3599.96,899.99,15.51709571913055
Ch Haut-BrionPessac-Leo Gr C,299.99,299.99,5.172250296983271
Ch Haut-Marbuzet 10,391.92,48.99,0.8446566287183254
Ch Haut-Robert 10,3494.82,10.99,0.18948308531566435
Ch Hermitage Mazeyres Pomerl,332.91,36.99,0.6377597202753799
Ch Hosanna 10 Pomerol,259.99,259.99,4.482593935506786
Ch Hyot Brdx Castillon,43333.340000000004,15.675910652920964,0.2702747875930987
Ch Hyot Castillon Brdx,629.82,34.99,0.6032769022015555
Ch Jean De Gue Lalande 10,386.91,42.99,0.7412081744968526
Ch Jean de Gue Lalande de Po,3759.06,39.99,0.6894839473861163
Ch Julien Cab Svgn Mont Cnty,371.69,11.99,0.20672449435257648
Ch Julien Chard,35.97,11.99,0.20672449435257648
Ch Julien French Kiss,76.93,10.99,0.18948308531566435
Ch Julien Merlot Mont Cnty,12590.2,8.525164835164835,0.14698585403017653
Ch Julien Royalty Red,63.48,5.29,0.09120705380526518
Ch Ksara Bl de L'Observatoir,83.93,11.99,0.20672449435257648
Ch Ksara RSV du Couvent,13.99,13.99,0.24120731242640073
Ch L'Argentier Vignes Cin 09,66.95,13.323333333333332,0.22971303973512597
Ch L'Eglise Clinet 10,2096.97,698.99,12.051572502711211
Ch L'Englise Clinet St Emiln,947.94,157.99,2.7239702137417483
Ch La Bouree Castillion Brdx,2216.7999999999997,18.39,0.31706951218881413
Ch La Cardone Medoc 09,2858.5699999999997,19.99,0.3446557666478735
Ch La Chapelle La Mission 09,949.9,94.99,1.6377614444162834
Ch La Couspaude 09 St Emilio,129.98,64.99,1.1205191733089195
Ch La Croix Lartigue 09,3937.9900000000002,38.99,0.6722425383492041
Ch La Croix de Beaucailou 10,2944.69,94.99,1.6377614444162834
Ch La Croix du Duc Brdx,505.54,10.989999999999998,0.18948308531566432
Ch La Dame de Montrose 11 Es,311.94,51.99,0.8963808558290619
Ch La Dom St Emil Gr Cru 09,334.95,66.99,1.1550019913827436
Ch La Fleur Patris-Querre 09,493.80999999999995,25.99,0.4481042208693463
Ch La Gaffeliere St Emilion,155.98,77.99,1.3446574907887772
Ch La Gordonne Chapelle Rose,167.94,27.99,0.4825870389431706
Ch La Gordonne Rose,23704.309999999998,16.22056653491436,0.27966542243890696
Ch La Gr Metaine Entre Mers,10407.95,12.950954446854665,0.2232927030366374
Ch La Louviere Pssc-Leg Roug,727.72,25.99,0.4481042208693463
Ch La Mission 09 Blanc Pessc,15199.809999999998,799.99,13.792954815439337
Ch La Mission 09 HB Pessac,10399.869999999999,799.99,13.792954815439337
Ch La Mission 12 Haut Brion,4979.85,331.99,5.72397538616446
Ch La Mission Haut Brion 07,3647.84,227.99,3.930868846325598
Ch La Mission Haut Brion 10,9849.5,196.99,3.396385166181321
Ch La Mission Haut Brion 11,1759.96,439.99,7.58604756215097
Ch La Mission Haut Brion P-L,3149.9300000000003,449.99,7.758461652520091
Ch La Mission Haut-Brion 10,32999.7,1099.99,18.965377526512977
Ch La Mondot 10,1283.97,427.99,7.379150653708024
Ch La Mondotte 09 St Emilion,1479.96,369.99,6.37914892956712
Ch La Paws Chard,16.47,5.49,0.0946553356126476
Ch La Rame Brdx Rouge,257.84000000000003,16.156666666666666,0.2785636986730437
Ch La Roseraie Brdx,5806.53,12.99,0.22396590338948863
Ch La Rousseliere St Estephe,36747.55,149.99,2.586038941446451
Ch La Tour Blanche 1er 10,104.99,104.99,1.810175534785405
Ch La Vieille Cure Frnsac 10,37.99,37.99,0.6550011293122919
Ch LaCroix Taillefer 09 Rom,909.8699999999999,69.99,1.2067262184934802
Ch LaGrange 10 Brdx,5511.48,105.99,1.827416943822317
Ch Labegorce 12 Margaux,923.72,32.99,0.5687940841277314
Ch Lacoste-Borie Pauillac 10,644.85,42.99,0.7412081744968526
Ch Lafaurie-Peyragey Saut 10,4454.45,80.99,1.3963817178995137
Ch Lafite Rothschild 10 Brdx,19199.88,1599.99,27.586082044969046
Ch Lafite Rothschild 12,9749.85,649.99,11.206743459902517
Ch Lafitite Rothschild Pa 11,8549.91,949.99,16.37916617097616
Ch Lafleur Gazin 10 Pomerol,911.84,56.99,0.9825879010136225
Ch Lafon-Rochet St Estphe 10,4730.429999999999,82.99,1.4308645359733378
Ch Lagrange 10,1063.86,75.99,1.3101746727149528
Ch Lagrange St Julien 11 GC,1559.74,59.99,1.034312128124359
Ch Lalande Boire 10 Brdx,2015.52,41.99,0.7239667654599405
Ch Lalande Borie 11 Julien,1471.54,31.99,0.5515526750908192
Ch Lamonthe St Germain Brdx,5582.92,10.99,0.18948308531566435
Ch Lamothe de Haux Brdx Red,424.75,16.99,0.29293153953713713
Ch Lamothe de Haux Brdx Wh,20154.56,14.963684210526317,0.25799500017286786
Ch Lancyre Languedoc Rose,11507.939999999999,18.99,0.3274143576109614
Ch Langoa Barton St Julien,1563.77,67.99,1.1722434004196558
Ch Larose Trintaudon 09,18640.23,23.99,0.41362140279552206
Ch Larrivet Haut-Brion 10,179.97,59.99,1.034312128124359
Ch Larrivet Haut-Brion P Leo,167.96,41.99,0.7239667654599405
Ch Lascombes 10 Brdx,2879.84,179.99,3.103281212553815
Ch Lassegue 05 GC St Emilion,4166.57,96.74,1.66793391023088
Ch Lassegue 07 St Emilion AC,2837.42,48.87235294117647,0.8426282276551592
Ch Laville Haut-Brion 08,339.99,339.99,5.861906658459756
Ch Le Bon Pasteur 10 Brdx,1624.87,124.98999999999998,2.1550037155236472
Ch Le Gay Pomerol,6399.36,99.99,1.7239684896008443
Ch Le Petit Lion Marquis 11,1061.82,58.99,1.0170707190874468
Ch Le Petite Mouton 12 Pauil,3509.7400000000002,134.99,2.327417805892769
Ch Le Ringue Brdx,254.85,16.99,0.29293153953713713
Ch Leoville Barton 10 St Jul,4159.68,129.99,2.241210760708208
Ch Leoville Barton 12 St Jul,10898.91,99.99,1.7239684896008443
Ch Leoville Barton 12 St-Jul,199.98,99.99,1.7239684896008443
Ch Leoville Barton St Julien,3254.6499999999996,92.99,1.6032786263424592
Ch Leoville Las Cases 11 Jul,1999.9,199.99,3.4481093932920577
Ch Leoville Las Cases St-Jul,1639.92,204.99,3.534316438476618
Ch Leoville-Barton Gr Cru 09,3959.76,164.99,2.8446600770001327
Ch Les Carruades 11 Lafitte,4179.81,219.99,3.7929375740303
Ch Les Flefs de LaGrange 10,494.89,44.99,0.775690992570677
Ch Les Granges Brdx,3399.37,9.363540856031127,0.16144063793267105
Ch Les Ormes Saint-Julien,6668.85,57.99,0.9998293100505348
Ch Lestiac Cotes de Bordeaux,9.49,9.49,0.16362097176029614
Ch Lilian 09 Ladouys St Este,665.82,36.99,0.6377597202753799
Ch Lynch Bages 10,1519.92,189.99,3.275695302922936
Ch Lynch Bages 12 Pauillac,19078.41,119.99,2.0687966703390868
Ch Lynch Bages Pauilac,11943.99,118.91307692307691,2.050228999068566
Ch Lynch Bages Paulliac 11,9799.300000000001,139.99,2.41362485107733
Ch Lynch Moussas Pauilac,1079.7,35.99,0.6205183112384678
Ch M Vert Lussac St Emilion,73899.59,13.865821515046697,0.2390663003737368
Ch Macard Brdx Superieur,80436.34,14.99,0.2584487214633129
Ch Magdelaine 10 St Emilion,3739.66,109.98999999999998,1.896382579969965
Ch Magrez Fombrauge 09,4419.66,129.99,2.241210760708208
Ch Maine d'Arman Cote Bourg,3867.04,12.271531531531533,0.21157849464449996
Ch Malartic Lagravier 12 RG,6248.75,49.99,0.8618980377552377
Ch Malartic-Lagraviere 10,245.97,81.99,1.4136231269364257
Ch Malartic-Lagraviere 10 Pe,714.89,64.99,1.1205191733089195
Ch Malartic-Lagraviere Blanc,363.96000000000004,90.99,1.5687958082686349
Ch Malartic-Lagraviere PL 07,1299.74,49.99,0.8618980377552377
Ch Malartic-Lagraviere Rouge,235.96,58.99,1.0170707190874468
Ch Manos Cadillac,15.99,15.99,0.275690130500225
Ch Margaux 12 Margaux,4769.91,529.99,9.137774375473063
Ch Marquis d'Alesme,443.88,36.99,0.6377597202753799
Ch Marquis de Terme 12 Mrgx,3338.37,52.99,0.913622264865974
Ch Martinon Brdx Rouge,3637.69,10.99,0.18948308531566435
Ch Massiac Viognier,764.49,14.99,0.2584487214633129
Ch Maycott Red,10.49,10.49,0.1808623807972083
Ch Messile Aubert Montgne St,4266.0599999999995,21.99,0.3791385847216978
Ch Meyney 10 Bourgeois St Es,539.9,53.99,0.9308636739028862
Ch Meyney Saint-Estephe 11,1375.68,42.99,0.7412081744968526
Ch Monbousquet 10 Brdx,1049.86,74.99,1.2929332636780408
Ch Moncontour Vouvray Demi S,474.71,16.689999999999998,0.2877591168260635
Ch Monestier La Tour Blanc,179.88,14.99,0.2584487214633129
Ch Monet,7931.04,15.99,0.275690130500225
Ch Montaud Cotes de Prov Rse,328398.06,11.82189023577994,0.20382604514455954
Ch Montaud Cotes de Provence,34638.869999999995,22.901542610571735,0.3948548637251398
Ch Montelena Cab Svgn 2006,2029.8600000000001,144.99,2.4998318962618904
Ch Montelena Cab Svgn Napa,88927.92,52.20739130434783,0.9001289882283906
Ch Montelena Chard Napa,32387.620000000003,44.412222222222226,0.7657292895715722
Ch Montelena Est Cab Svgn Np,909.9300000000001,129.99,2.241210760708208
Ch Montelena Znfdl Napa Vly,174.95000000000002,34.99,0.6032769022015555
Ch Montrose 10,18589.39,297.9066666666667,5.136330694823038
Ch Montrose 12 St Estephe,2450.8100000000004,128.99,2.2239693516712964
Ch Motte Maucourt Brdx,179.88,14.99,0.2584487214633129
Ch Moulin Canon Fronsac,703.68,21.99,0.3791385847216978
Ch Moulin Rouge 12 Haut-Medo,467.61,11.99,0.20672449435257648
Ch Moulin de Pillardot 10,3132.15,10.99,0.18948308531566435
Ch Moulin de la Rose St-Juln,5983.12,67.99,1.1722434004196558
Ch Mouton Rothschild 07 Paui,1049.97,349.99,6.034320748828877
Ch Mouton Rothschild 11 Paui,12599.82,699.99,12.068813911748125
Ch Mouton Rothschild 12 Paui,16919.64,469.99,8.103289833258334
Ch Muraires Cd Provence Rose,15612.189999999999,19.99,0.3446557666478735
Ch Musar Hochar Red,329.89,29.99,0.5170698570169948
Ch Musar Jeune Rouge,239.88,19.99,0.3446557666478735
Ch Musar Rouge,6294.57,44.0525,0.7595271715985717
Ch Mylord Cuvee Milady,15534.53,12.419508196721312,0.21412982085695512
Ch Nicot Bordeaux,10374.51,7.654693446088795,0.13197770075618745
Ch Olivier 10 Blanc Pessac-L,3722.27,50.99,0.8791394467921497
Ch Olivier Pessac-Leognan 10,3365.34,50.99,0.8791394467921497
Ch Pagodes de Cos 10 Brdx,99.99,99.99,1.7239684896008443
Ch Paive Macquin Saint-Emiln,1007.84,62.99,1.0860363552350953
Ch Palmer Margaux,2379.9300000000003,339.99,5.861906658459756
Ch Palmer Margaux 09 Medoc,7819.77,339.99,5.861906658459756
Ch Pape Clement 12 Pess-Leog,5599.5,111.99,1.9308653980437895
Ch Pape Clement Bl Gr Cru 11,2199.8900000000003,199.99,3.4481093932920577
Ch Pape Clement Pess leognan,4231.54,91.99,1.586037217305547
Ch Pape Clement Pess-Leo 13,1039.92,129.99,2.241210760708208
Ch Paradis Rose Cotes D Prov,8716.29,12.989999999999998,0.22396590338948857
Ch Pavie 10 Brdx,3779.9300000000003,539.99,9.310188465842183
Ch Pavie Macquin St Emiln 11,2213.73,81.99,1.4136231269364257
Ch Pavie St Emilion 11 Gr Cr,2759.88,229.99,3.9653516643994218
Ch Perron Brdx Rouge,263.88,21.99,0.3791385847216978
Ch Pesquie Cotes du Ventoux,23685.08,13.307120622568092,0.22943350975722535
Ch Pesquie Quint Ventoux Red,263.88,21.99,0.3791385847216978
Ch Petit Bocq Cru Borgeos 10,319.9,31.99,0.5515526750908192
Ch Pez 12 St-Estephe,3211.27,43.99,0.7584495835337648
Ch Phelan Segur St Estephe,835.78,37.99,0.6550011293122919
Ch Phelan Segur St-Estphe 12,5648.87,49.99,0.8618980377552377
Ch Pichon Baron Pauillac 12,4349.700000000001,144.99,2.4998318962618904
Ch Pichon Long Comtesse L 12,12609.03,129.99,2.241210760708208
Ch Pichon Longevile 11 Comts,4199.700000000001,139.99,2.41362485107733
Ch Pichon Longueville Rsv Co,2099.72,74.99,1.2929332636780408
Ch Pichon Longville 12 Pauil,14499.000000000002,144.99,2.4998318962618904
Ch Picon Longueville Comt 10,2309.9300000000003,329.99,5.689492568090635
Ch Pitot Brdx,5290.75,10.092702702702702,0.17401241558524588
Ch Plaisance Alix CdBrdx 12,747.56,16.99,0.29293153953713713
Ch Plaisance Cuvee Alix Roug,4290.11,14.70764705882353,0.25358055891171416
Ch Pontet Canet 12 Pauillac,2947.78,133.99,2.310176396855857
Ch Poujeaux 10 Moulis,866.83,50.99,0.8791394467921497
Ch Prieure Lichine 12 Mrgx,519.9,51.989999999999995,0.8963808558290617
Ch Puy Blanquette 10 St Emil,179.94,29.99,0.5170698570169948
Ch Puybarbe Cd Bourg Merlot,143.92,17.99,0.31017294857404926
Ch Quinault L'Enclos St Emln,42.99,42.99,0.7412081744968526
Ch Rauzan Segla Margaux 09,319.98,159.99,2.758453031815572
Ch Rauzan-Segla 10 Brdx,1469.93,209.99,3.620523483661179
Ch Rauzan-Segla Gr Cru 08 Ma,5199.349999999999,79.99,1.3791403088626015
Ch Rayne Vigneau Sauternes,2319.6,57.99,0.9998293100505348
Ch Recougne Brdx Superieur,14122.960000000001,12.908495297805644,0.222560647480524
Ch Reserve d La Cometesse 11,689.85,45.99,0.792932401607589
Ch Reserve de la Comtesse 12,5779.77,46.99,0.8101738106445011
Ch Rieussec Gr Cru 10 Sauter,3499.7200000000003,124.99,2.1550037155236472
Ch Riotor Rose Cotes de Prov,373.78,16.99,0.29293153953713713
Ch Rol Valentin 10,2943.54,63.989999999999995,1.1032777642720073
Ch Rol Velentin 12 St-Emilio,689.85,45.99,0.792932401607589
Ch Rollan de By Bourgeois 10,31.99,31.99,0.5515526750908192
Ch Rollan de By Medoc,5197.92,24.99,0.4308628118324342
Ch Rombeau Elise 11,3565.77,15.990000000000002,0.27569013050022506
Ch Rombeau L'Eleve 13,1438.8,11.99,0.20672449435257648
Ch Roumier-Lacoste Barsac W,74.97,24.99,0.4308628118324342
Ch Senejac Haut-Medoc 10,134.95,26.99,0.4653456299062585
Ch Siran 12 Margaux,575.76,23.990000000000002,0.4136214027955222
Ch Smith Haut Lafitte 12,9015.02,91.99,1.586037217305547
Ch Smith Haut Lafitte 12 Whi,3869.7000000000003,128.99,2.2239693516712964
Ch Smith Haut Laftte Roug 11,678.93,96.99,1.6722442624901075
Ch Sociando Mallet 06 Haut-M,809.7299999999999,29.99,0.5170698570169948
Ch Sociando Mallet 10,472.89,42.99,0.7412081744968526
Ch St Jean Alexander Cab Svg,24789.699999999997,24.403265306122446,0.42074667897914386
Ch St Jean Belle Terre Chard,65146.54,14.99,0.2584487214633129
Ch St Jean Cab Svgn Cal,194248.56,10.665350919264588,0.18388567772124761
Ch St Jean Chard California,251277.02,9.835215951428177,0.16957298118493613
Ch St Jean Chard Sonoma Cst,118760.95,11.99,0.20672449435257648
Ch St Jean Cinq Cep Cab Svgn,1359.83,79.99,1.3791403088626015
Ch St Jean Merlot Cal,108735.86,10.63956048555881,0.18344101430448692
Ch St Jean Pnt Nr,140286.33,10.771821473836683,0.18572138010301195
Ch St Jean Pnt Nr Sonoma Cst,12140.269999999999,21.11997347480106,0.36413810152777953
Ch St Jean Soiree Red,9886.62,13.41270058708415,0.23125385711154933
Ch St Jean Svgn Bl Sonoma,18418.59,11.244285714285715,0.1938673293279077
Ch St Louis Vieux Galvesse L,5266.9,16.99,0.29293153953713713
Ch St Michel Brdx Superur,9696.609999999999,17.99,0.31017294857404926
Ch St Pierre Rose,13631.49,14.241521298174442,0.24554389400972143
Ch St Sulpice,39737.19,12.948005249343833,0.2232418547160225
Ch St Sulpice Brdx Blanc,6746.08,11.408367346938775,0.19669632787192348
Ch St Sulpice Rose 13,2039.43,12.99,0.22396590338948863
Ch St-Roch Chimeres CdRoussi,735.54,15.99,0.275690130500225
Ch Ste Michelle Cab Svgn,2132.08,23.196349206349204,0.3999377448297188
Ch Ste Michelle Cab Svgn Col,344457.47,13.619863354037268,0.23482563511380655
Ch Ste Michelle Canoe Rdg Me,10817.029999999999,18.1366275659824,0.3127010144152387
Ch Ste Michelle Canoe Rdge C,16602.11,16.81262996941896,0.2898734302889998
Ch Ste Michelle Chard Colmbi,431702.35,9.140710208664734,0.15759872359546714
Ch Ste Michelle Chard Mimi,649.35,9.99,0.17224167627875223
Ch Ste Michelle Col Solare R,3609.3,51.854864864864865,0.8940509356889386
Ch Ste Michelle Cold Ck Cab,3320.73,26.067922077922073,0.4494477072878069
Ch Ste Michelle Cold Crk Cha,1766.1,19.80481481481481,0.3414629131225194
